subgroup,modeldate,dem_estimate,dem_hi,dem_lo,rep_estimate,rep_hi,rep_lo,timestamp
Voters,6/20/2018,47.29074,51.92384,42.65764,40.55678,44.63377,36.47979,16:13:16 20 Jun 2018
All polls,6/20/2018,47.35671,51.97096,42.74247,40.56174,44.64392,36.47956,16:13:10 20 Jun 2018
Voters,6/19/2018,47.35079,51.99892,42.70266,39.80502,43.71393,35.89611,14:46:16 19 Jun 2018
Adults,6/19/2018,46.77888,53.05682,40.50093,38.27147,44.38361,32.15932,14:46:12 19 Jun 2018
All polls,6/19/2018,47.3507,51.98808,42.71331,39.79573,43.73645,35.85502,14:46:10 19 Jun 2018
Adults,6/18/2018,46.36877,52.95422,39.78332,38.62595,44.91769,32.33421,12:13:12 18 Jun 2018
Voters,6/18/2018,47.24516,51.89704,42.59329,39.9444,43.76954,36.11925,12:13:16 18 Jun 2018
All polls,6/18/2018,47.2618,51.90207,42.62152,39.9287,43.78891,36.06849,12:13:10 18 Jun 2018
Adults,6/17/2018,46.36877,52.95422,39.78332,38.62595,44.91769,32.33421,18:00:15 17 Jun 2018
Voters,6/17/2018,47.29702,52.00259,42.59145,39.83635,43.68212,35.99057,18:00:19 17 Jun 2018
All polls,6/17/2018,47.31676,52.01546,42.61805,39.81327,43.70709,35.91944,18:00:13 17 Jun 2018
Voters,6/16/2018,47.29702,52.00259,42.59145,39.83635,43.68212,35.99057,18:00:20 16 Jun 2018
Adults,6/16/2018,46.36877,52.95422,39.78332,38.62595,44.91769,32.33421,18:00:16 16 Jun 2018
All polls,6/16/2018,47.31676,52.01546,42.61805,39.81327,43.70709,35.91944,18:00:14 16 Jun 2018
Adults,6/15/2018,46.36877,52.95422,39.78332,38.62595,44.91769,32.33421,16:26:12 15 Jun 2018
Voters,6/15/2018,47.29702,52.00259,42.59145,39.83635,43.68212,35.99057,16:26:16 15 Jun 2018
All polls,6/15/2018,47.31676,52.01546,42.61805,39.81327,43.70709,35.91944,16:26:10 15 Jun 2018
Voters,6/14/2018,47.09092,51.57722,42.60461,39.41032,43.27211,35.54852,05:36:16 14 Jun 2018
Adults,6/14/2018,46.25415,53.21584,39.29246,37.50498,44.24051,30.76945,05:36:12 14 Jun 2018
All polls,6/14/2018,47.10316,51.60205,42.60427,39.39135,43.31827,35.46444,05:36:10 14 Jun 2018
Voters,6/13/2018,47.17489,51.67912,42.67066,39.45036,43.31476,35.58595,12:33:16 13 Jun 2018
Adults,6/13/2018,46.25415,53.21584,39.29246,37.50498,44.24051,30.76945,12:33:12 13 Jun 2018
All polls,6/13/2018,47.17859,51.69624,42.66093,39.43282,43.36231,35.50332,12:33:10 13 Jun 2018
Voters,6/12/2018,47.67528,52.34243,43.00813,39.35392,43.36465,35.34318,18:01:16 12 Jun 2018
Adults,6/12/2018,46.25415,53.21584,39.29246,37.50498,44.24051,30.76945,18:01:12 12 Jun 2018
All polls,6/12/2018,47.64286,52.31691,42.96881,39.30926,43.39404,35.22449,18:01:10 12 Jun 2018
Adults,6/11/2018,45.62024,52.89015,38.35033,37.12066,44.06927,30.17205,18:00:18 11 Jun 2018
Voters,6/11/2018,47.55156,52.22226,42.88086,39.39425,43.35683,35.43166,18:00:22 11 Jun 2018
All polls,6/11/2018,47.52107,52.20084,42.8413,39.32653,43.36527,35.2878,18:00:16 11 Jun 2018
Adults,6/10/2018,45.62024,52.89015,38.35033,37.12066,44.06927,30.17205,18:00:14 10 Jun 2018
Voters,6/10/2018,47.55156,52.22226,42.88086,39.39425,43.35683,35.43166,18:00:18 10 Jun 2018
All polls,6/10/2018,47.52107,52.20084,42.8413,39.32653,43.36527,35.2878,18:00:12 10 Jun 2018
Voters,6/9/2018,47.55156,52.22226,42.88086,39.39425,43.35683,35.43166,09:45:17  9 Jun 2018
Adults,6/9/2018,45.62024,52.89015,38.35033,37.12066,44.06927,30.17205,09:45:13  9 Jun 2018
All polls,6/9/2018,47.52107,52.20084,42.8413,39.32653,43.36527,35.2878,09:45:11  9 Jun 2018
Adults,6/8/2018,44.52045,52.04235,36.99856,37.37946,44.31905,30.43987,18:00:16  8 Jun 2018
Voters,6/8/2018,47.41359,52.14986,42.67732,39.48923,43.39888,35.57959,18:00:19  8 Jun 2018
All polls,6/8/2018,47.38393,52.12676,42.6411,39.41132,43.39827,35.42437,18:00:14  8 Jun 2018
Voters,6/7/2018,47.41359,52.14986,42.67732,39.48923,43.39888,35.57959,18:23:15  7 Jun 2018
Adults,6/7/2018,44.52045,52.04235,36.99856,37.37946,44.31905,30.43987,18:23:11  7 Jun 2018
All polls,6/7/2018,47.38393,52.12676,42.6411,39.41132,43.39827,35.42437,18:23:09  7 Jun 2018
Voters,6/6/2018,46.37957,50.80406,41.95508,39.88333,44.13811,35.62854,14:30:20  6 Jun 2018
Adults,6/6/2018,44.52045,52.04235,36.99856,37.37946,44.31905,30.43987,14:30:16  6 Jun 2018
All polls,6/6/2018,46.33548,50.91233,41.75863,39.89927,44.2563,35.54224,14:30:14  6 Jun 2018
Voters,6/5/2018,45.98019,50.40904,41.55133,39.8504,44.39186,35.30894,17:44:16  5 Jun 2018
Adults,6/5/2018,44.52045,52.04235,36.99856,37.37946,44.31905,30.43987,17:44:12  5 Jun 2018
All polls,6/5/2018,45.94638,50.68084,41.21193,39.89142,44.55935,35.22349,17:44:10  5 Jun 2018
Voters,6/4/2018,45.8035,50.28698,41.32002,40.31435,44.68824,35.94046,18:00:20  4 Jun 2018
Adults,6/4/2018,43.68716,51.42974,35.94458,38.33081,45.0703,31.59133,18:00:16  4 Jun 2018
All polls,6/4/2018,45.76286,50.52456,41.00116,40.3273,44.82027,35.83433,18:00:14  4 Jun 2018
Adults,6/3/2018,43.68716,51.42974,35.94458,38.33081,45.0703,31.59133,18:00:15  3 Jun 2018
Voters,6/3/2018,45.8035,50.28698,41.32002,40.31435,44.68824,35.94046,18:00:19  3 Jun 2018
All polls,6/3/2018,45.76286,50.52456,41.00116,40.3273,44.82027,35.83433,18:00:13  3 Jun 2018
Voters,6/2/2018,45.8035,50.28698,41.32002,40.31435,44.68824,35.94046,13:01:15  2 Jun 2018
Adults,6/2/2018,43.68716,51.42974,35.94458,38.33081,45.0703,31.59133,13:01:11  2 Jun 2018
All polls,6/2/2018,45.76286,50.52456,41.00116,40.3273,44.82027,35.83433,13:01:09  2 Jun 2018
Adults,6/1/2018,44.38678,52.05295,36.72061,38.12541,44.97272,31.2781,11:04:13  1 Jun 2018
Voters,6/1/2018,46.13614,50.58841,41.68387,40.13916,44.57293,35.70539,11:04:16  1 Jun 2018
All polls,6/1/2018,46.0864,50.8032,41.36961,40.15855,44.70234,35.61476,11:04:11  1 Jun 2018
Adults,5/31/2018,43.70636,51.09618,36.31655,37.4834,44.09095,30.87585,17:56:46 31 May 2018
Voters,5/31/2018,46.06986,50.62745,41.51228,40.08239,44.55259,35.61218,17:57:34 31 May 2018
All polls,5/31/2018,45.98964,50.78444,41.19484,40.09518,44.65961,35.53075,17:55:11 31 May 2018
Voters,5/30/2018,45.63504,50.36044,40.90964,40.33262,44.88628,35.77896,13:45:26 30 May 2018
All polls,5/30/2018,45.56472,50.51699,40.61244,40.35005,44.97734,35.72276,13:43:09 30 May 2018
Adults,5/30/2018,44.02778,51.53052,36.52504,38.79043,45.33594,32.24492,13:44:40 30 May 2018
Adults,5/29/2018,44.02778,51.53052,36.52504,38.79043,45.33594,32.24492,18:01:41 29 May 2018
All polls,5/29/2018,45.63972,50.63472,40.64473,39.74965,44.37198,35.12733,18:00:14 29 May 2018
Voters,5/29/2018,45.70945,50.49878,40.92012,39.66337,44.18277,35.14397,18:02:25 29 May 2018
All polls,5/28/2018,45.63972,50.63472,40.64473,39.74965,44.37198,35.12733,18:00:12 28 May 2018
Adults,5/28/2018,44.02778,51.53052,36.52504,38.79043,45.33594,32.24492,18:01:35 28 May 2018
Voters,5/28/2018,45.70945,50.49878,40.92012,39.66337,44.18277,35.14397,18:02:18 28 May 2018
Voters,5/27/2018,45.70945,50.49878,40.92012,39.66337,44.18277,35.14397,18:02:13 27 May 2018
Adults,5/27/2018,44.02778,51.53052,36.52504,38.79043,45.33594,32.24492,18:01:32 27 May 2018
All polls,5/27/2018,45.63972,50.63472,40.64473,39.74965,44.37198,35.12733,18:00:12 27 May 2018
All polls,5/26/2018,45.63972,50.63472,40.64473,39.74965,44.37198,35.12733,12:54:09 26 May 2018
Voters,5/26/2018,45.70945,50.49878,40.92012,39.66337,44.18277,35.14397,12:56:04 26 May 2018
Adults,5/26/2018,44.02778,51.53052,36.52504,38.79043,45.33594,32.24492,12:55:25 26 May 2018
Adults,5/25/2018,42.28827,50.09477,34.48178,40.09257,46.51131,33.67383,18:01:26 25 May 2018
Voters,5/25/2018,45.32209,50.29082,40.35336,40.11567,44.54616,35.68518,18:02:03 25 May 2018
All polls,5/25/2018,45.26306,50.42083,40.1053,40.20584,44.73053,35.68115,18:00:13 25 May 2018
Voters,5/24/2018,45.32209,50.29082,40.35336,40.11567,44.54616,35.68518,21:49:56 24 May 2018
All polls,5/24/2018,45.26306,50.42083,40.1053,40.20584,44.73053,35.68115,21:48:10 24 May 2018
Adults,5/24/2018,42.28827,50.09477,34.48178,40.09257,46.51131,33.67383,21:49:19 24 May 2018
All polls,5/23/2018,45.13964,50.38193,39.89736,40.40121,44.98072,35.82171,12:04:10 23 May 2018
Adults,5/23/2018,42.28827,50.09477,34.48178,40.09257,46.51131,33.67383,12:05:15 23 May 2018
Voters,5/23/2018,45.16771,50.21923,40.11618,40.28518,44.78289,35.78747,12:05:49 23 May 2018
All polls,5/22/2018,44.36754,49.8768,38.85828,40.45235,45.0494,35.85531,21:53:09 22 May 2018
Adults,5/22/2018,42.28827,50.09477,34.48178,40.09257,46.51131,33.67383,21:54:10 22 May 2018
Voters,5/22/2018,44.22818,49.59211,38.86426,40.24862,44.69516,35.80208,21:54:42 22 May 2018
Voters,5/21/2018,44.49977,49.70483,39.29472,39.81414,44.25781,35.37048,18:01:43 21 May 2018
All polls,5/21/2018,44.63335,49.9587,39.308,40.03519,44.61976,35.45062,18:00:15 21 May 2018
Adults,5/21/2018,41.9451,49.76911,34.1211,40.16861,46.63162,33.7056,18:01:13 21 May 2018
Adults,5/20/2018,41.9451,49.76911,34.1211,40.16861,46.63162,33.7056,18:01:07 20 May 2018
All polls,5/20/2018,44.63335,49.9587,39.308,40.03519,44.61976,35.45062,18:00:13 20 May 2018
Voters,5/20/2018,44.49977,49.70483,39.29472,39.81414,44.25781,35.37048,18:01:35 20 May 2018
Adults,5/19/2018,41.9451,49.76911,34.1211,40.16861,46.63162,33.7056,00:47:59 19 May 2018
All polls,5/19/2018,44.63335,49.9587,39.308,40.03519,44.61976,35.45062,00:47:09 19 May 2018
Voters,5/19/2018,44.49977,49.70483,39.29472,39.81414,44.25781,35.37048,00:48:26 19 May 2018
All polls,5/18/2018,45.28967,50.35653,40.22282,39.46761,44.12988,34.80534,18:00:13 18 May 2018
Voters,5/18/2018,45.18095,50.11561,40.24629,39.18245,43.70939,34.65551,18:01:25 18 May 2018
Adults,5/18/2018,43.38466,50.82923,35.94009,39.70668,46.29726,33.1161,18:01:00 18 May 2018
Adults,5/17/2018,43.38466,50.82923,35.94009,39.70668,46.29726,33.1161,18:00:57 17 May 2018
All polls,5/17/2018,45.28967,50.35653,40.22282,39.46761,44.12988,34.80534,18:00:14 17 May 2018
Voters,5/17/2018,45.18095,50.11561,40.24629,39.18245,43.70939,34.65551,18:01:20 17 May 2018
Adults,5/16/2018,43.38466,50.82923,35.94009,39.70668,46.29726,33.1161,15:06:50 16 May 2018
All polls,5/16/2018,45.28967,50.35653,40.22282,39.46761,44.12988,34.80534,15:06:10 16 May 2018
Voters,5/16/2018,45.18095,50.11561,40.24629,39.18245,43.70939,34.65551,15:07:11 16 May 2018
All polls,5/15/2018,45.41093,50.39311,40.42876,39.49214,44.30884,34.67545,18:00:12 15 May 2018
Voters,5/15/2018,45.19661,50.08741,40.30581,39.013,43.75223,34.27377,18:01:08 15 May 2018
Adults,5/15/2018,44.30212,51.49285,37.11139,39.8898,46.53171,33.24789,18:00:48 15 May 2018
Adults,5/14/2018,44.30212,51.49285,37.11139,39.8898,46.53171,33.24789,17:01:42 14 May 2018
Voters,5/14/2018,45.19661,50.08741,40.30581,39.013,43.75223,34.27377,17:02:00 14 May 2018
All polls,5/14/2018,45.41093,50.39311,40.42876,39.49214,44.30884,34.67545,17:01:10 14 May 2018
Voters,5/13/2018,46.26068,51.01653,41.50482,40.06904,44.63239,35.5057,18:00:59 13 May 2018
All polls,5/13/2018,46.34249,51.17829,41.50669,40.50438,45.13998,35.86877,18:00:13 13 May 2018
Adults,5/13/2018,44.30212,51.49285,37.11139,39.8898,46.53171,33.24789,18:00:43 13 May 2018
Adults,5/12/2018,44.30212,51.49285,37.11139,39.8898,46.53171,33.24789,00:11:34 12 May 2018
All polls,5/12/2018,46.34249,51.17829,41.50669,40.50438,45.13998,35.86877,00:11:08 12 May 2018
Voters,5/12/2018,46.26068,51.01653,41.50482,40.06904,44.63239,35.5057,00:11:48 12 May 2018
All polls,5/11/2018,46.34249,51.17829,41.50669,40.50438,45.13998,35.86877,00:11:12 12 May 2018
Voters,5/11/2018,46.26068,51.01653,41.50482,40.06904,44.63239,35.5057,00:11:52 12 May 2018
Adults,5/11/2018,44.30212,51.49285,37.11139,39.8898,46.53171,33.24789,00:11:35 12 May 2018
Voters,5/10/2018,46.64979,51.28845,42.01114,40.01798,44.60341,35.43255,09:59:40 10 May 2018
All polls,5/10/2018,46.71763,51.44052,41.99474,40.51273,45.15596,35.8695,09:59:10 10 May 2018
Adults,5/10/2018,44.52087,51.65376,37.38797,40.09007,46.771,33.40913,09:59:28 10 May 2018
Adults,5/9/2018,44.91452,51.89299,37.93605,39.77501,46.66107,32.88895,15:34:25  9 May 2018
All polls,5/9/2018,47.22539,51.87369,42.57708,40.37579,45.18591,35.56567,15:34:10  9 May 2018
Voters,5/9/2018,47.23323,51.78239,42.68407,39.88429,44.68912,35.07946,15:34:35  9 May 2018
Adults,5/8/2018,44.91452,51.89299,37.93605,39.77501,46.66107,32.88895,15:34:27  9 May 2018
All polls,5/8/2018,46.8441,51.51616,42.17204,40.7987,45.54202,36.05538,15:34:13  9 May 2018
Voters,5/8/2018,46.7995,51.3354,42.26359,40.3988,45.08937,35.70823,15:34:38  9 May 2018
All polls,5/7/2018,46.91023,51.55172,42.26873,41.30476,46.02269,36.58683,15:34:17  9 May 2018
Voters,5/7/2018,46.7995,51.3354,42.26359,40.3988,45.08937,35.70823,15:34:41  9 May 2018
Adults,5/7/2018,46.03342,53.39798,38.66886,41.34298,48.6195,34.06647,15:34:28  9 May 2018
Adults,5/6/2018,46.03342,53.39798,38.66886,41.34298,48.6195,34.06647,15:34:30  9 May 2018
All polls,5/6/2018,46.91023,51.55172,42.26873,41.30476,46.02269,36.58683,15:34:20  9 May 2018
Voters,5/6/2018,46.7995,51.3354,42.26359,40.3988,45.08937,35.70823,15:34:45  9 May 2018
Adults,5/5/2018,44.50774,51.3266,37.68889,38.39649,44.40212,32.39085,15:34:31  9 May 2018
All polls,5/5/2018,46.87994,51.39782,42.36206,40.52012,45.19683,35.84341,15:34:23  9 May 2018
Voters,5/5/2018,46.7995,51.3354,42.26359,40.3988,45.08937,35.70823,15:34:48  9 May 2018
Voters,5/4/2018,47.1626,51.56412,42.76108,40.06949,44.83064,35.30833,18:00:18  4 May 2018
Adults,5/4/2018,45.04969,51.85005,38.24933,37.36011,43.46175,31.25846,18:00:15  4 May 2018
All polls,5/4/2018,47.24833,51.6347,42.86195,40.20622,44.95226,35.46019,18:00:13  4 May 2018
Adults,5/3/2018,45.04969,51.85005,38.24933,37.36011,43.46175,31.25846,14:59:11  3 May 2018
Voters,5/3/2018,47.1626,51.56412,42.76108,40.06949,44.83064,35.30833,14:59:14  3 May 2018
All polls,5/3/2018,47.24833,51.6347,42.86195,40.20622,44.95226,35.46019,14:59:09  3 May 2018
Adults,5/2/2018,45.04969,51.85005,38.24933,37.36011,43.46175,31.25846,09:37:13  2 May 2018
Voters,5/2/2018,46.91201,51.12998,42.69405,39.03743,43.73795,34.33691,09:37:16  2 May 2018
All polls,5/2/2018,46.81405,51.01114,42.61697,39.04085,43.72042,34.36128,09:37:11  2 May 2018
Voters,5/1/2018,46.78229,50.99509,42.5695,39.00439,43.71293,34.29585,15:21:17  1 May 2018
Adults,5/1/2018,45.04969,51.85005,38.24933,37.36011,43.46175,31.25846,15:21:14  1 May 2018
All polls,5/1/2018,46.68851,50.8826,42.49442,39.00694,43.69245,34.32143,15:21:12  1 May 2018
Voters,4/30/2018,46.91368,51.06477,42.76258,38.59817,43.39045,33.80589,18:00:20 30 Apr 2018
Adults,4/30/2018,45.89379,52.83626,38.95131,35.92875,42.47543,29.38206,18:00:17 30 Apr 2018
All polls,4/30/2018,46.81973,50.95626,42.6832,38.61068,43.3762,33.84517,18:00:15 30 Apr 2018
Adults,4/29/2018,45.89379,52.83626,38.95131,35.92875,42.47543,29.38206,18:00:14 29 Apr 2018
Voters,4/29/2018,46.91368,51.06477,42.76258,38.59817,43.39045,33.80589,18:00:18 29 Apr 2018
All polls,4/29/2018,46.81973,50.95626,42.6832,38.61068,43.3762,33.84517,18:00:13 29 Apr 2018
Voters,4/28/2018,46.91368,51.06477,42.76258,38.59817,43.39045,33.80589,13:07:14 28 Apr 2018
Adults,4/28/2018,45.89379,52.83626,38.95131,35.92875,42.47543,29.38206,13:07:11 28 Apr 2018
All polls,4/28/2018,46.81973,50.95626,42.6832,38.61068,43.3762,33.84517,13:07:09 28 Apr 2018
Voters,4/27/2018,46.44535,50.65556,42.23515,39.07684,43.70602,34.44765,18:00:18 27 Apr 2018
Adults,4/27/2018,46.13919,53.28853,38.98986,37.16752,43.67116,30.66388,18:00:15 27 Apr 2018
All polls,4/27/2018,46.36724,50.56178,42.1727,39.07959,43.68613,34.47305,18:00:13 27 Apr 2018
Adults,4/26/2018,46.13919,53.28853,38.98986,37.16752,43.67116,30.66388,17:19:12 26 Apr 2018
Voters,4/26/2018,46.44535,50.65556,42.23515,39.07684,43.70602,34.44765,17:19:15 26 Apr 2018
All polls,4/26/2018,46.36724,50.56178,42.1727,39.07959,43.68613,34.47305,17:19:10 26 Apr 2018
Voters,4/25/2018,46.70953,50.94342,42.47564,39.67109,44.23633,35.10584,18:23:14 25 Apr 2018
Adults,4/25/2018,45.85126,53.01207,38.69045,37.14802,43.68645,30.60958,18:23:11 25 Apr 2018
All polls,4/25/2018,46.64866,50.87661,42.42071,39.70082,44.25554,35.14609,18:23:10 25 Apr 2018
Voters,4/24/2018,46.64594,50.91525,42.37663,39.64888,44.33941,34.95834,14:43:15 24 Apr 2018
Adults,4/24/2018,45.85126,53.01207,38.69045,37.14802,43.68645,30.60958,14:43:12 24 Apr 2018
All polls,4/24/2018,46.57847,50.84026,42.31668,39.67366,44.34475,35.00256,14:43:10 24 Apr 2018
Adults,4/23/2018,46.17628,53.46585,38.8867,37.57344,44.17503,30.97186,18:00:17 23 Apr 2018
Voters,4/23/2018,46.46688,50.74165,42.1921,39.69888,44.33947,35.05829,18:00:20 23 Apr 2018
All polls,4/23/2018,46.41216,50.68042,42.14389,39.72101,44.34337,35.09866,18:00:15 23 Apr 2018
Voters,4/22/2018,46.46688,50.74165,42.1921,39.69888,44.33947,35.05829,18:00:19 22 Apr 2018
Adults,4/22/2018,46.17628,53.46585,38.8867,37.57344,44.17503,30.97186,18:00:16 22 Apr 2018
All polls,4/22/2018,46.41216,50.68042,42.14389,39.72101,44.34337,35.09866,18:00:15 22 Apr 2018
Adults,4/21/2018,46.17628,53.46585,38.8867,37.57344,44.17503,30.97186,18:00:16 21 Apr 2018
Voters,4/21/2018,46.46688,50.74165,42.1921,39.69888,44.33947,35.05829,18:00:19 21 Apr 2018
All polls,4/21/2018,46.41216,50.68042,42.14389,39.72101,44.34337,35.09866,18:00:14 21 Apr 2018
Voters,4/20/2018,46.46688,50.74165,42.1921,39.69888,44.33947,35.05829,16:19:14 20 Apr 2018
Adults,4/20/2018,46.17628,53.46585,38.8867,37.57344,44.17503,30.97186,16:19:11 20 Apr 2018
All polls,4/20/2018,46.41216,50.68042,42.14389,39.72101,44.34337,35.09866,16:19:10 20 Apr 2018
Voters,4/19/2018,46.48937,50.73624,42.2425,39.75508,44.37503,35.13513,18:00:21 19 Apr 2018
Adults,4/19/2018,47.34608,54.5699,40.12225,37.75771,44.40359,31.11183,18:00:18 19 Apr 2018
All polls,4/19/2018,46.43849,50.68266,42.19432,39.77285,44.37595,35.16974,18:00:16 19 Apr 2018
Voters,4/18/2018,46.48937,50.73624,42.2425,39.75508,44.37503,35.13513,09:47:14 18 Apr 2018
Adults,4/18/2018,47.34608,54.5699,40.12225,37.75771,44.40359,31.11183,09:47:11 18 Apr 2018
All polls,4/18/2018,46.43849,50.68266,42.19432,39.77285,44.37595,35.16974,09:47:09 18 Apr 2018
Adults,4/17/2018,47.34608,54.5699,40.12225,37.75771,44.40359,31.11183,17:38:11 17 Apr 2018
Voters,4/17/2018,46.60714,50.95869,42.25558,39.94238,44.75103,35.13372,17:38:14 17 Apr 2018
All polls,4/17/2018,46.55953,50.91332,42.20575,39.95112,44.73598,35.16627,17:38:09 17 Apr 2018
Voters,4/16/2018,46.12019,50.54147,41.6989,40.09739,44.8616,35.33318,12:31:15 16 Apr 2018
Adults,4/16/2018,47.87387,55.47464,40.27309,37.74917,44.70588,30.79247,12:31:12 16 Apr 2018
All polls,4/16/2018,46.1135,50.52243,41.70457,40.12083,44.88342,35.35824,12:31:10 16 Apr 2018
Adults,4/15/2018,45.29347,50.02128,40.56567,35.44475,40.1583,30.7312,11:03:10 15 Apr 2018
Voters,4/15/2018,46.40414,50.92008,41.8882,39.46613,44.15416,34.77811,11:03:13 15 Apr 2018
All polls,4/15/2018,46.39654,50.89919,41.89388,39.49826,44.18409,34.81244,11:03:09 15 Apr 2018
Adults,4/14/2018,45.29347,50.02128,40.56567,35.44475,40.1583,30.7312,18:00:16 14 Apr 2018
Voters,4/14/2018,46.51476,51.10896,41.92057,39.64735,44.43031,34.86439,18:00:19 14 Apr 2018
All polls,4/14/2018,46.52359,51.1034,41.94379,39.7188,44.49863,34.93896,18:00:15 14 Apr 2018
Voters,4/13/2018,46.51476,51.10896,41.92057,39.64735,44.43031,34.86439,16:33:14 13 Apr 2018
Adults,4/13/2018,45.29347,50.02128,40.56567,35.44475,40.1583,30.7312,16:33:11 13 Apr 2018
All polls,4/13/2018,46.52359,51.1034,41.94379,39.7188,44.49863,34.93896,16:33:09 13 Apr 2018
Adults,4/12/2018,44.27271,48.89227,39.65314,35.06788,39.92847,30.2073,18:00:16 12 Apr 2018
Voters,4/12/2018,46.21944,50.85905,41.57983,39.55324,44.38597,34.7205,18:00:19 12 Apr 2018
All polls,4/12/2018,46.23767,50.86269,41.61266,39.61833,44.44776,34.7889,18:00:15 12 Apr 2018
Voters,4/11/2018,46.21944,50.85905,41.57983,39.55324,44.38597,34.7205,15:30:19 11 Apr 2018
Adults,4/11/2018,44.27271,48.89227,39.65314,35.06788,39.92847,30.2073,15:30:16 11 Apr 2018
All polls,4/11/2018,46.23767,50.86269,41.61266,39.61833,44.44776,34.7889,15:30:14 11 Apr 2018
Adults,4/10/2018,43.90132,48.56882,39.23381,35.21174,40.16739,30.2561,18:00:17 10 Apr 2018
Voters,4/10/2018,47.17918,52.18818,42.17019,38.45538,43.16734,33.74343,18:00:20 10 Apr 2018
All polls,4/10/2018,47.17682,52.16518,42.18845,38.57652,43.27987,33.87318,18:00:15 10 Apr 2018
Adults,4/9/2018,43.90132,48.56882,39.23381,35.21174,40.16739,30.2561,18:00:14  9 Apr 2018
Voters,4/9/2018,47.17918,52.18818,42.17019,38.45538,43.16734,33.74343,18:00:17  9 Apr 2018
All polls,4/9/2018,47.17682,52.16518,42.18845,38.57652,43.27987,33.87318,18:00:13  9 Apr 2018
Voters,4/8/2018,47.17918,52.18818,42.17019,38.45538,43.16734,33.74343,18:00:27  8 Apr 2018
Adults,4/8/2018,43.90132,48.56882,39.23381,35.21174,40.16739,30.2561,18:00:21  8 Apr 2018
All polls,4/8/2018,47.17682,52.16518,42.18845,38.57652,43.27987,33.87318,18:00:18  8 Apr 2018
Voters,4/7/2018,47.17918,52.18818,42.17019,38.45538,43.16734,33.74343,18:00:18  7 Apr 2018
Adults,4/7/2018,43.90132,48.56882,39.23381,35.21174,40.16739,30.2561,18:00:15  7 Apr 2018
All polls,4/7/2018,47.17682,52.16518,42.18845,38.57652,43.27987,33.87318,18:00:14  7 Apr 2018
Voters,4/6/2018,47.17918,52.18818,42.17019,38.45538,43.16734,33.74343,15:48:14  6 Apr 2018
Adults,4/6/2018,43.90132,48.56882,39.23381,35.21174,40.16739,30.2561,15:48:12  6 Apr 2018
All polls,4/6/2018,47.17682,52.16518,42.18845,38.57652,43.27987,33.87318,15:48:10  6 Apr 2018
Adults,4/5/2018,43.99685,48.76875,39.22494,36.51341,41.31896,31.70786,18:00:15  5 Apr 2018
Voters,4/5/2018,47.05983,52.09584,42.02382,38.95096,43.50337,34.39854,18:00:18  5 Apr 2018
All polls,4/5/2018,47.06244,52.07725,42.04762,39.06174,43.60627,34.51722,18:00:13  5 Apr 2018
Adults,4/4/2018,43.99685,48.76875,39.22494,36.51341,41.31896,31.70786,13:38:11  4 Apr 2018
Voters,4/4/2018,47.05983,52.09584,42.02382,38.95096,43.50337,34.39854,13:38:14  4 Apr 2018
All polls,4/4/2018,47.06244,52.07725,42.04762,39.06174,43.60627,34.51722,13:38:10  4 Apr 2018
Voters,4/3/2018,46.98135,52.01908,41.94362,39.06481,43.64683,34.4828,17:31:14  3 Apr 2018
Adults,4/3/2018,43.99685,48.76875,39.22494,36.51341,41.31896,31.70786,17:31:11  3 Apr 2018
All polls,4/3/2018,46.98731,52.00236,41.97227,39.17117,43.74352,34.59883,17:31:10  3 Apr 2018
Voters,4/2/2018,46.68023,51.75742,41.60304,39.43522,43.91092,34.95953,19:50:17  2 Apr 2018
Adults,4/2/2018,43.51853,48.515,38.52206,37.66973,42.9274,32.41206,19:50:15  2 Apr 2018
All polls,4/2/2018,46.69486,51.7452,41.64451,39.52832,43.99332,35.06332,19:50:13  2 Apr 2018
Voters,4/1/2018,46.63044,51.77874,41.48214,40.1552,44.54712,35.76328,18:00:17  1 Apr 2018
Adults,4/1/2018,43.51853,48.515,38.52206,37.66973,42.9274,32.41206,18:00:14  1 Apr 2018
All polls,4/1/2018,46.65044,51.76957,41.5313,40.24064,44.62181,35.85947,18:00:13  1 Apr 2018
Voters,3/31/2018,46.63044,51.77874,41.48214,40.1552,44.54712,35.76328,18:00:19 31 Mar 2018
Adults,3/31/2018,43.51853,48.515,38.52206,37.66973,42.9274,32.41206,18:00:16 31 Mar 2018
All polls,3/31/2018,46.65044,51.76957,41.5313,40.24064,44.62181,35.85947,18:00:15 31 Mar 2018
Voters,3/30/2018,46.63044,51.77874,41.48214,40.1552,44.54712,35.76328,13:49:14 30 Mar 2018
Adults,3/30/2018,43.51853,48.515,38.52206,37.66973,42.9274,32.41206,13:49:11 30 Mar 2018
All polls,3/30/2018,46.65044,51.76957,41.5313,40.24064,44.62181,35.85947,13:49:10 30 Mar 2018
Adults,3/29/2018,42.81313,47.89247,37.7338,35.48725,40.60847,30.36603,09:17:12 29 Mar 2018
Voters,3/29/2018,46.40892,51.61869,41.19914,39.60077,44.11258,35.08896,09:17:15 29 Mar 2018
All polls,3/29/2018,46.43214,51.61189,41.2524,39.69197,44.1911,35.19283,09:17:11 29 Mar 2018
Voters,3/28/2018,46.3028,51.47417,41.13143,39.12649,43.44955,34.80342,11:56:14 28 Mar 2018
